
REPORT DATE,12/18/13 01:34 EST
FILE SIZES TESTED (MB),500
BLOCK SIZES TESTED (KB),2048
DD READ FLAGS SET,NONE
DD WRITE FLAGS SET,NONE
NFS MOUNT OPTIONS SET,rw sync nfsvers=4 port=6111 proto=tcp retrans=2 retry=2 bg hard rsize=32768 wsize=32768 bsize=32768 sharecache mountproto=tcp sec=sys addr=129.74.246.249 clientaddr=162.242.168.146
KERNEL TUNING SET,YES

START,STOP,RUNTIME,SOURCE,DEST,FILE (MB),BLOCK (KB),DIRECTION,SPEED (MB/s),SPEED (Mbps)
,,,,,,,RESULT # 24,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:52:06,02:52:16,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.0,424.0
02:52:08,02:52:20,12,jtg-test3,129.74.246.249,500,2048,WRITE,44.3,354.4
,,,,,,,RESULT # 25,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:52:39,02:52:49,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.6,420.8
02:52:41,02:52:52,11,jtg-test3,129.74.246.249,500,2048,WRITE,47.3,378.4
,,,,,,,RESULT # 26,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:53:11,02:53:21,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.0,424.0
02:53:13,02:53:29,16,jtg-test3,129.74.246.249,500,2048,WRITE,33.9,271.2
,,,,,,,RESULT # 27,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:53:43,02:53:54,11,jtg-test4,129.74.246.249,500,2048,WRITE,49.7,397.6
02:53:45,02:53:57,12,jtg-test3,129.74.246.249,500,2048,WRITE,43.7,349.6
,,,,,,,RESULT # 28,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:54:17,02:54:28,11,jtg-test4,129.74.246.249,500,2048,WRITE,49.3,394.4
02:54:20,02:54:37,17,jtg-test3,129.74.246.249,500,2048,WRITE,32.2,257.6
,,,,,,,RESULT # 29,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:54:50,02:55:00,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.6,420.8
02:54:52,02:55:03,11,jtg-test3,129.74.246.249,500,2048,WRITE,45.0,360.0
,,,,,,,RESULT # 30,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:55:23,02:55:33,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.0,424.0
02:55:25,02:55:40,15,jtg-test3,129.74.246.249,500,2048,WRITE,35.7,285.6
,,,,,,,RESULT # 31,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:55:55,02:56:05,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.4,419.2
02:55:57,02:56:12,15,jtg-test3,129.74.246.249,500,2048,WRITE,35.1,280.8
,,,,,,,RESULT # 32,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:56:27,02:56:36,9,jtg-test4,129.74.246.249,500,2048,WRITE,55.7,445.6
02:56:30,02:56:48,18,jtg-test3,129.74.246.249,500,2048,WRITE,29.8,238.4
,,,,,,,RESULT # 33,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:56:58,02:57:00,02:57:09,9,jtg-test3,129.74.246.249,500,2048,WRITE,57.0,456.0
02:57:11,13,jtg-test4,129.74.246.249,500,2048,WRITE,43.3,346.4
,,,,,,,RESULT # 34,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:57:33,02:57:43,10,jtg-test4,129.74.246.249,500,2048,WRITE,54.0,432.0
02:57:34,02:57:46,12,jtg-test3,129.74.246.249,500,2048,WRITE,45.6,364.8
,,,,,,,RESULT # 35,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:58:04,02:58:14,10,jtg-test4,129.74.246.249,500,2048,WRITE,55.6,444.8
02:58:07,02:58:27,20,jtg-test3,129.74.246.249,500,2048,WRITE,26.6,212.8
,,,,,,,RESULT # 36,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:58:36,02:58:46,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.4,427.2
02:58:38,02:58:51,13,jtg-test3,129.74.246.249,500,2048,WRITE,41.7,333.6
,,,,,,,RESULT # 37,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:59:08,02:59:19,11,jtg-test4,129.74.246.249,500,2048,WRITE,50.1,400.8
02:59:10,02:59:27,17,jtg-test3,129.74.246.249,500,2048,WRITE,30.0,240.0
,,,,,,,RESULT # 38,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

02:59:41,02:59:51,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.6,428.8
02:59:42,02:59:54,12,jtg-test3,129.74.246.249,500,2048,WRITE,46.9,375.2
,,,,,,,RESULT # 39,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:00:13,03:00:23,10,jtg-test4,129.74.246.249,500,2048,WRITE,50.8,406.4
03:00:15,03:00:29,14,jtg-test3,129.74.246.249,500,2048,WRITE,37.7,301.6
,,,,,,,RESULT # 40,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:00:45,03:00:47,03:00:54,7,jtg-test3,129.74.246.249,500,2048,WRITE,75.0,600.0
03:01:06,21,jtg-test4,129.74.246.249,500,2048,WRITE,26.1,208.8
,,,,,,,RESULT # 41,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:01:28,03:01:38,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.2,417.6
03:01:30,03:01:44,14,jtg-test3,129.74.246.249,500,2048,WRITE,37.3,298.4
,,,,,,,RESULT # 42,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:02:00,03:02:09,9,jtg-test4,129.74.246.249,500,2048,WRITE,55.2,441.6
03:02:01,03:02:15,14,jtg-test3,129.74.246.249,500,2048,WRITE,40.0,320.0
,,,,,,,RESULT # 43,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:02:31,03:02:41,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.0,424.0
03:02:33,03:02:53,20,jtg-test3,129.74.246.249,500,2048,WRITE,26.5,212.0
,,,,,,,RESULT # 44,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:03:03,03:03:13,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.0,424.0
03:03:05,03:03:23,18,jtg-test3,129.74.246.249,500,2048,WRITE,29.7,237.6
,,,,,,,RESULT # 45,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:03:35,03:03:38,03:03:46,8,jtg-test3,129.74.246.249,500,2048,WRITE,68.1,544.8
03:03:50,15,jtg-test4,129.74.246.249,500,2048,WRITE,37.1,296.8
,,,,,,,RESULT # 46,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:04:12,03:04:22,10,jtg-test4,129.74.246.249,500,2048,WRITE,51.0,408.0
03:04:14,03:04:36,22,jtg-test3,129.74.246.249,500,2048,WRITE,23.8,190.4
,,,,,,,RESULT # 47,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:04:44,03:04:56,12,jtg-test4,129.74.246.249,500,2048,WRITE,46.9,375.2
03:04:46,03:04:57,11,jtg-test3,129.74.246.249,500,2048,WRITE,47.7,381.6
,,,,,,,RESULT # 48,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:05:18,03:05:28,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.4,419.2
03:05:20,03:05:37,17,jtg-test3,129.74.246.249,500,2048,WRITE,30.9,247.2
,,,,,,,RESULT # 49,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

03:05:50,03:06:00,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.5,420.0
03:05:52,03:06:08,16,jtg-test3,129.74.246.249,500,2048,WRITE,34.7,277.6
,,,,,,,RESULT # 50,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-2,COLUMN()))))"

