
REPORT DATE,12/19/13 18:35 EST
FILE SIZES TESTED (MB),500
BLOCK SIZES TESTED (KB),2048
DD READ FLAGS SET,NONE
DD WRITE FLAGS SET,NONE
NFS MOUNT OPTIONS SET,rw sync nfsvers=4 port=6111 proto=tcp retrans=2 retry=2 bg hard rsize=32768 wsize=32768 bsize=32768 sharecache mountproto=tcp sec=sys addr=129.74.246.249 clientaddr=162.242.168.146
KERNEL TUNING SET,YES

START,STOP,RUNTIME,SOURCE,DEST,FILE (MB),BLOCK (KB),DIRECTION,SPEED (MB/s),SPEED (Mbps)
00:39:40,00:40:00,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.9,215.2
,,,,,,,RESULT # 43,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:40:30,19:40:41,11,jtg-test4,129.74.246.249,500,2048,WRITE,47.2,377.6
19:40:33,19:40:50,17,jtg-test3,129.74.246.249,500,2048,WRITE,29.7,237.6
00:41:00,00:41:19,19,jtg-test1,129.74.246.249,500,2048,WRITE,26.8,214.4
,,,,,,,RESULT # 44,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:41:49,19:42:01,12,jtg-test4,129.74.246.249,500,2048,WRITE,45.5,364.0
19:41:51,19:42:07,16,jtg-test3,129.74.246.249,500,2048,WRITE,34.1,272.8
00:42:20,00:42:39,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.9,223.2
,,,,,,,RESULT # 45,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:43:09,19:43:19,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.7,421.6
19:43:11,19:43:27,16,jtg-test3,129.74.246.249,500,2048,WRITE,33.6,268.8
00:43:39,00:43:57,18,jtg-test1,129.74.246.249,500,2048,WRITE,27.7,221.6
,,,,,,,RESULT # 46,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:44:28,19:44:38,10,jtg-test4,129.74.246.249,500,2048,WRITE,49.7,397.6
19:44:30,19:44:46,16,jtg-test3,129.74.246.249,500,2048,WRITE,32.9,263.2
00:44:57,00:45:17,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.5,212.0
,,,,,,,RESULT # 47,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:45:49,19:45:58,9,jtg-test3,129.74.246.249,500,2048,WRITE,59.9,479.2
19:45:47,19:46:00,13,jtg-test4,129.74.246.249,500,2048,WRITE,40.9,327.2
00:46:19,00:46:39,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.9,215.2
,,,,,,,RESULT # 48,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:47:11,19:47:18,7,jtg-test3,129.74.246.249,500,2048,WRITE,79.0,632.0
19:47:09,19:47:27,18,jtg-test4,129.74.246.249,500,2048,WRITE,28.6,228.8
00:47:46,00:48:06,20,jtg-test1,129.74.246.249,500,2048,WRITE,27.1,216.8
,,,,,,,RESULT # 49,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:48:36,19:48:46,10,jtg-test4,129.74.246.249,500,2048,WRITE,50.9,407.2
19:48:38,19:48:51,13,jtg-test3,129.74.246.249,500,2048,WRITE,39.9,319.2
00:49:05,00:49:25,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.3,210.4
,,,,,,,RESULT # 50,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:49:56,19:50:06,10,jtg-test4,129.74.246.249,500,2048,WRITE,51.8,414.4
19:49:58,19:50:12,14,jtg-test3,129.74.246.249,500,2048,WRITE,36.7,293.6
00:50:25,00:50:44,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.3,226.4
,,,,,,,RESULT # 51,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:51:14,19:51:23,9,jtg-test4,129.74.246.249,500,2048,WRITE,55.0,440.0
19:51:16,19:51:34,18,jtg-test3,129.74.246.249,500,2048,WRITE,29.1,232.8
00:51:42,00:52:01,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.7,221.6
,,,,,,,RESULT # 52,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:52:31,19:52:42,11,jtg-test4,129.74.246.249,500,2048,WRITE,48.8,390.4
19:52:34,19:52:48,14,jtg-test3,129.74.246.249,500,2048,WRITE,37.7,301.6
00:53:01,00:53:21,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.4,211.2
,,,,,,,RESULT # 53,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:53:51,19:54:01,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.0,416.0
19:53:53,19:54:04,11,jtg-test3,129.74.246.249,500,2048,WRITE,46.2,369.6
00:54:21,00:54:40,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.6,220.8
,,,,,,,RESULT # 54,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:55:10,19:55:20,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.1,416.8
19:55:13,19:55:27,14,jtg-test3,129.74.246.249,500,2048,WRITE,36.9,295.2
00:55:39,00:56:00,21,jtg-test1,129.74.246.249,500,2048,WRITE,25.9,207.2
,,,,,,,RESULT # 55,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:56:30,19:56:40,10,jtg-test4,129.74.246.249,500,2048,WRITE,51.7,413.6
19:56:32,19:56:45,13,jtg-test3,129.74.246.249,500,2048,WRITE,40.7,325.6
00:57:00,00:57:19,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.2,217.6
,,,,,,,RESULT # 56,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:57:49,19:58:00,11,jtg-test4,129.74.246.249,500,2048,WRITE,49.9,399.2
19:57:51,19:58:10,19,jtg-test3,129.74.246.249,500,2048,WRITE,28.8,230.4
00:58:19,00:58:37,18,jtg-test1,129.74.246.249,500,2048,WRITE,28.4,227.2
,,,,,,,RESULT # 57,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

19:59:07,19:59:19,12,jtg-test4,129.74.246.249,500,2048,WRITE,45.5,364.0
19:59:09,19:59:23,14,jtg-test3,129.74.246.249,500,2048,WRITE,38.2,305.6
00:59:38,00:59:57,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.6,220.8
,,,,,,,RESULT # 58,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:00:29,20:00:37,8,jtg-test3,129.74.246.249,500,2048,WRITE,68.1,544.8
20:00:28,20:00:44,16,jtg-test4,129.74.246.249,500,2048,WRITE,31.5,252.0
01:01:03,01:01:22,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.3,226.4
,,,,,,,RESULT # 59,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:01:52,20:02:03,11,jtg-test4,129.74.246.249,500,2048,WRITE,46.9,375.2
20:01:54,20:02:13,19,jtg-test3,129.74.246.249,500,2048,WRITE,27.1,216.8
01:02:22,01:02:41,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.7,221.6
,,,,,,,RESULT # 60,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:03:11,20:03:22,11,jtg-test4,129.74.246.249,500,2048,WRITE,46.7,373.6
20:03:13,20:03:29,16,jtg-test3,129.74.246.249,500,2048,WRITE,33.1,264.8
01:03:42,01:04:00,18,jtg-test1,129.74.246.249,500,2048,WRITE,29.2,233.6
,,,,,,,RESULT # 61,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:04:30,20:04:40,10,jtg-test4,129.74.246.249,500,2048,WRITE,55.7,445.6
20:04:32,20:04:50,18,jtg-test3,129.74.246.249,500,2048,WRITE,30.0,240.0
01:04:59,01:05:17,18,jtg-test1,129.74.246.249,500,2048,WRITE,27.8,222.4
,,,,,,,RESULT # 62,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:05:48,20:06:00,12,jtg-test4,129.74.246.249,500,2048,WRITE,44.1,352.8
20:05:50,20:06:02,12,jtg-test3,129.74.246.249,500,2048,WRITE,47.1,376.8
01:06:19,01:06:38,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.3,218.4
,,,,,,,RESULT # 63,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:07:09,20:07:19,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.4,419.2
20:07:11,20:07:28,17,jtg-test3,129.74.246.249,500,2048,WRITE,30.5,244.0
01:07:37,01:07:56,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.1,224.8
,,,,,,,RESULT # 64,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:08:26,20:08:37,11,jtg-test4,129.74.246.249,500,2048,WRITE,49.5,396.0
20:08:28,20:08:44,16,jtg-test3,129.74.246.249,500,2048,WRITE,34.2,273.6
01:08:56,01:09:16,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.9,215.2
,,,,,,,RESULT # 65,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:09:46,20:09:56,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.2,425.6
20:09:48,20:10:00,12,jtg-test3,129.74.246.249,500,2048,WRITE,41.9,335.2
01:10:16,01:10:36,20,jtg-test1,129.74.246.249,500,2048,WRITE,25.9,207.2
,,,,,,,RESULT # 66,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:11:06,20:11:17,11,jtg-test4,129.74.246.249,500,2048,WRITE,51.6,412.8
20:11:09,20:11:21,12,jtg-test3,129.74.246.249,500,2048,WRITE,45.1,360.8
01:11:36,01:11:57,21,jtg-test1,129.74.246.249,500,2048,WRITE,25.1,200.8
,,,,,,,RESULT # 67,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:12:27,20:12:38,11,jtg-test4,129.74.246.249,500,2048,WRITE,49.6,396.8
20:12:29,20:12:46,17,jtg-test3,129.74.246.249,500,2048,WRITE,31.0,248.0
01:12:57,01:13:15,18,jtg-test1,129.74.246.249,500,2048,WRITE,28.6,228.8
,,,,,,,RESULT # 68,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:13:45,20:13:57,12,jtg-test4,129.74.246.249,500,2048,WRITE,44.3,354.4
20:13:47,20:14:03,16,jtg-test3,129.74.246.249,500,2048,WRITE,34.2,273.6
01:14:16,01:14:38,22,jtg-test1,129.74.246.249,500,2048,WRITE,24.7,197.6
,,,,,,,RESULT # 69,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:15:08,20:15:19,11,jtg-test4,129.74.246.249,500,2048,WRITE,45.4,363.2
01:15:38,01:15:57,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.4,227.2
,,,,,,,RESULT # 70,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:16:27,20:16:37,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.6,428.8
20:16:29,20:16:50,21,jtg-test3,129.74.246.249,500,2048,WRITE,25.7,205.6
01:16:56,01:17:15,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.5,220.0
,,,,,,,RESULT # 71,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:17:45,20:17:55,10,jtg-test4,129.74.246.249,500,2048,WRITE,51.8,414.4
20:17:47,20:17:58,11,jtg-test3,129.74.246.249,500,2048,WRITE,45.7,365.6
01:18:15,01:18:33,18,jtg-test1,129.74.246.249,500,2048,WRITE,29.0,232.0
,,,,,,,RESULT # 72,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:19:03,20:19:14,11,jtg-test4,129.74.246.249,500,2048,WRITE,49.0,392.0
20:19:05,20:19:17,12,jtg-test3,129.74.246.249,500,2048,WRITE,42.8,342.4
01:19:33,01:19:52,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.2,225.6
,,,,,,,RESULT # 73,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:20:22,20:20:33,11,jtg-test4,129.74.246.249,500,2048,WRITE,48.6,388.8
20:20:24,20:20:42,18,jtg-test3,129.74.246.249,500,2048,WRITE,28.6,228.8
01:20:52,01:21:11,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.3,226.4
,,,,,,,RESULT # 74,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:21:41,20:21:52,11,jtg-test4,129.74.246.249,500,2048,WRITE,48.0,384.0
20:21:43,20:22:01,18,jtg-test3,129.74.246.249,500,2048,WRITE,29.4,235.2
01:22:11,01:22:31,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.4,211.2
,,,,,,,RESULT # 75,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:23:01,20:23:11,10,jtg-test4,129.74.246.249,500,2048,WRITE,51.1,408.8
20:23:03,20:23:15,12,jtg-test3,129.74.246.249,500,2048,WRITE,45.0,360.0
01:23:30,01:23:50,20,jtg-test1,129.74.246.249,500,2048,WRITE,27.2,217.6
,,,,,,,RESULT # 76,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:24:20,20:24:31,11,jtg-test4,129.74.246.249,500,2048,WRITE,46.9,375.2
20:24:23,20:24:39,16,jtg-test3,129.74.246.249,500,2048,WRITE,34.1,272.8
01:24:51,01:25:09,18,jtg-test1,129.74.246.249,500,2048,WRITE,28.0,224.0
,,,,,,,RESULT # 77,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:25:39,20:25:49,10,jtg-test4,129.74.246.249,500,2048,WRITE,55.4,443.2
20:25:41,20:25:56,15,jtg-test3,129.74.246.249,500,2048,WRITE,36.1,288.8
01:26:08,01:26:26,18,jtg-test1,129.74.246.249,500,2048,WRITE,28.8,230.4
,,,,,,,RESULT # 78,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:26:56,20:27:07,11,jtg-test4,129.74.246.249,500,2048,WRITE,51.5,412.0
20:26:58,20:27:10,12,jtg-test3,129.74.246.249,500,2048,WRITE,44.6,356.8
01:27:26,01:27:45,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.1,224.8
,,,,,,,RESULT # 79,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:28:15,20:28:25,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.5,420.0
20:28:18,20:28:37,19,jtg-test3,129.74.246.249,500,2048,WRITE,28.1,224.8
01:28:44,01:29:03,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.7,221.6
,,,,,,,RESULT # 80,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:29:33,20:29:43,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.1,424.8
20:29:34,20:29:47,13,jtg-test3,129.74.246.249,500,2048,WRITE,43.1,344.8
01:30:02,01:30:21,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.6,220.8
,,,,,,,RESULT # 81,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:30:51,20:31:01,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.3,418.4
20:30:53,20:31:10,17,jtg-test3,129.74.246.249,500,2048,WRITE,31.2,249.6
01:31:21,01:31:40,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.6,220.8
,,,,,,,RESULT # 82,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:32:11,20:32:21,10,jtg-test4,129.74.246.249,500,2048,WRITE,48.7,389.6
20:32:13,20:32:28,15,jtg-test3,129.74.246.249,500,2048,WRITE,35.0,280.0
01:32:41,01:33:01,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.4,211.2
,,,,,,,RESULT # 83,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:33:31,20:33:41,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.7,429.6
20:33:33,20:33:49,16,jtg-test3,129.74.246.249,500,2048,WRITE,33.5,268.0
01:34:00,01:34:20,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.3,210.4
,,,,,,,RESULT # 84,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:34:50,20:35:00,10,jtg-test4,129.74.246.249,500,2048,WRITE,50.3,402.4
20:34:53,20:35:13,20,jtg-test3,129.74.246.249,500,2048,WRITE,26.0,208.0
01:35:19,01:35:38,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.8,222.4
,,,,,,,RESULT # 85,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:36:08,20:36:19,11,jtg-test4,129.74.246.249,500,2048,WRITE,51.4,411.2
20:36:11,20:36:27,16,jtg-test3,129.74.246.249,500,2048,WRITE,32.8,262.4
01:36:37,01:36:57,20,jtg-test1,129.74.246.249,500,2048,WRITE,27.1,216.8
,,,,,,,RESULT # 86,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:37:27,20:37:37,10,jtg-test4,129.74.246.249,500,2048,WRITE,51.5,412.0
20:37:29,20:37:41,12,jtg-test3,129.74.246.249,500,2048,WRITE,42.5,340.0
01:37:57,01:38:17,20,jtg-test1,129.74.246.249,500,2048,WRITE,27.0,216.0
,,,,,,,RESULT # 87,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:38:47,20:38:57,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.8,430.4
20:38:49,20:39:00,11,jtg-test3,129.74.246.249,500,2048,WRITE,45.5,364.0
01:39:17,01:39:35,18,jtg-test1,129.74.246.249,500,2048,WRITE,28.1,224.8
,,,,,,,RESULT # 88,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:40:06,20:40:17,11,jtg-test4,129.74.246.249,500,2048,WRITE,44.6,356.8
20:40:08,20:40:23,15,jtg-test3,129.74.246.249,500,2048,WRITE,36.3,290.4
01:40:37,01:40:56,19,jtg-test1,129.74.246.249,500,2048,WRITE,28.7,229.6
,,,,,,,RESULT # 89,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:41:26,20:41:37,11,jtg-test4,129.74.246.249,500,2048,WRITE,46.5,372.0
20:41:28,20:41:49,21,jtg-test3,129.74.246.249,500,2048,WRITE,25.3,202.4
01:41:56,01:42:16,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.0,208.0
